PUMFID,PROVINCE,REGION,G_URBRUR,GCAGEGR6,CSEX,G_CEDUC,G_CSTUD,G_CLFSST,GFAMTYPE,G_HHSIZE,G_HEDUC,G_HSTUD,EV_Q01,EV_Q02,PU_Q01,PU_Q02,PU_Q03,PU_Q06A,PU_Q06E,PU_Q06J,PU_Q06K,PU_G06
2509,59,6,3,4,2,2,2,3,2,4,2,2,1,4,1,6,6,6,6,6,6,6
2510,13,1,4,2,1,2,1,3,1,4,2,1,1,4,1,6,6,6,6,6,6,6
2511,59,6,4,3,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
2512,46,4,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2513,24,2,4,3,2,2,1,1,3,1,2,1,1,4,1,6,6,6,6,6,6,6
2514,35,3,4,2,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2515,35,3,4,4,1,1,2,2,1,2,1,2,1,4,1,6,6,6,6,6,6,6
2516,35,3,5,3,1,1,2,3,1,3,1,2,1,4,1,6,6,6,6,6,6,6
2517,13,1,4,5,1,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
2518,35,3,4,4,2,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
2519,48,5,4,4,2,2,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
2520,48,5,4,4,1,2,2,1,1,3,2,2,1,3,1,6,6,6,6,6,6,6
2521,47,4,5,5,2,1,2,3,3,1,1,2,1,4,1,6,6,6,6,6,6,6
2522,59,6,3,1,1,1,1,3,2,3,2,1,1,4,1,6,6,6,6,6,6,6
2523,46,4,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2524,35,3,5,2,2,1,1,3,1,3,1,1,1,1,1,6,6,6,6,6,6,6
2525,13,1,4,5,2,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2526,11,1,6,3,1,1,2,1,1,4,1,2,1,4,1,6,6,6,6,6,6,6
2527,47,4,5,2,1,1,2,1,1,4,1,2,1,4,1,6,6,6,6,6,6,6
2528,35,3,4,1,2,2,1,1,2,2,2,1,1,4,1,6,6,6,6,6,6,6
2529,10,1,4,6,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2530,35,3,2,6,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2531,13,1,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2532,24,2,5,3,2,2,2,1,1,4,2,2,1,2,1,6,6,6,6,6,6,6
2533,11,1,6,2,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
2534,59,6,4,2,1,2,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
2535,13,1,5,5,1,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2536,48,5,5,6,1,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
2537,12,1,4,4,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2538,59,6,3,3,2,1,2,1,4,2,2,2,1,1,1,6,6,6,6,6,6,6
2539,24,2,5,2,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2540,24,2,5,4,1,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
2541,24,2,5,3,2,1,2,3,1,4,1,1,1,4,1,6,6,6,6,6,6,6
2542,47,4,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2543,35,3,4,3,1,2,2,2,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2544,12,1,5,2,2,2,2,2,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2545,11,1,6,6,1,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2546,35,3,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2547,35,3,4,2,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2548,35,3,2,2,2,3,2,2,2,3,3,2,1,3,1,6,6,6,6,6,6,6
2549,10,1,5,3,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
2550,24,2,1,6,1,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2551,24,2,4,2,2,2,2,1,2,2,3,1,1,4,1,6,6,6,6,6,6,6
2552,47,4,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2553,35,3,4,2,2,1,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
2554,35,3,2,3,1,3,1,1,3,1,3,1,1,4,1,6,6,6,6,6,6,6
2555,24,2,4,6,2,1,2,3,2,3,1,1,2,6,6,6,6,6,6,6,6,6
2556,24,2,5,2,2,2,2,1,1,3,2,2,2,6,6,6,6,6,6,6,6,6
2557,12,1,4,2,2,2,1,1,4,3,3,1,1,4,1,6,6,6,6,6,6,6
2558,12,1,5,1,2,1,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2559,12,1,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2560,13,1,4,3,2,2,2,2,1,4,3,2,1,4,1,6,6,6,6,6,6,6
2561,35,3,5,2,1,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2562,35,3,2,6,1,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2563,11,1,6,6,2,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2564,59,6,5,5,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
2565,35,3,4,1,2,1,1,1,2,3,3,1,1,4,1,6,6,6,6,6,6,6
2566,35,3,4,6,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2567,46,4,4,2,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2568,46,4,4,4,1,3,2,1,2,4,3,1,1,4,1,6,6,6,6,6,6,6
2569,35,3,4,3,1,1,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
2570,48,5,5,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2571,24,2,1,4,1,1,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
2572,35,3,5,2,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
2573,46,4,5,4,2,1,2,1,2,3,2,2,2,6,6,6,6,6,6,6,6,6
2574,47,4,5,2,1,1,2,1,1,3,1,2,2,6,6,6,6,6,6,6,6,6
2575,35,3,2,1,2,3,2,1,1,4,3,1,1,4,1,6,6,6,6,6,6,6
2576,46,4,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2577,59,6,4,1,2,1,2,1,2,4,3,2,1,4,1,6,6,6,6,6,6,6
2578,35,3,4,4,1,1,2,1,4,2,2,2,1,3,1,6,6,6,6,6,6,6
2579,24,2,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2580,11,1,6,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2581,48,5,4,2,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
2582,35,3,4,5,1,1,2,1,2,2,1,2,1,3,1,6,6,6,6,6,6,6
2583,46,4,5,1,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2584,48,5,5,5,2,2,2,3,2,2,2,2,1,1,1,6,6,6,6,6,6,6
2585,35,3,4,4,1,3,2,2,1,4,3,1,1,4,1,6,6,6,6,6,6,6
2586,46,4,5,1,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2587,47,4,4,3,1,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2588,35,3,5,5,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2589,47,4,4,6,1,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2590,24,2,4,3,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
2591,12,1,4,6,2,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2592,13,1,4,4,2,3,2,1,4,2,3,2,1,4,1,6,6,6,6,6,6,6
2593,47,4,5,4,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2594,24,2,4,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2595,11,1,6,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2596,35,3,4,4,1,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2597,35,3,5,4,2,1,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
2598,47,4,4,3,1,2,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
2599,35,3,2,1,1,1,1,3,2,3,3,1,1,4,1,6,6,6,6,6,6,6
2600,35,3,4,5,1,2,2,3,2,2,2,2,1,3,1,6,6,6,6,6,6,6
2601,11,1,6,5,2,1,2,1,2,3,1,2,1,4,1,6,6,6,6,6,6,6
2602,24,2,4,5,2,1,2,3,3,1,1,2,1,2,1,6,6,6,6,6,6,6
2603,46,4,4,5,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2604,35,3,4,6,1,1,2,3,2,2,1,2,1,4,2,3,3,2,1,2,2,2
2605,12,1,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2606,24,2,4,2,2,3,1,3,1,3,3,1,1,4,1,6,6,6,6,6,6,6
2607,13,1,5,5,2,1,2,1,2,2,1,2,1,3,1,6,6,6,6,6,6,6
2608,13,1,4,4,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
2609,35,3,5,3,2,2,2,1,2,4,2,1,1,4,1,6,6,6,6,6,6,6
2610,35,3,4,2,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
2611,13,1,5,6,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2612,59,6,4,6,2,2,2,3,2,2,3,2,2,6,6,6,6,6,6,6,6,6
2613,11,1,6,4,2,1,2,1,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2614,47,4,5,3,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
2615,35,3,2,3,1,2,2,1,1,4,3,1,1,3,1,6,6,6,6,6,6,6
2616,46,4,5,2,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2617,48,5,4,4,2,2,2,1,1,4,3,1,1,4,1,6,6,6,6,6,6,6
2618,46,4,5,2,1,1,2,1,2,4,1,2,1,1,2,2,4,2,1,2,2,2
2619,59,6,4,1,2,2,1,1,2,2,2,1,1,4,1,6,6,6,6,6,6,6
2620,47,4,4,5,2,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2621,46,4,4,2,2,2,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
2622,35,3,4,6,2,1,2,3,2,2,1,2,1,4,1,6,6,6,6,6,6,6
2623,24,2,5,5,2,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
2624,10,1,5,5,2,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2625,10,1,5,6,2,1,2,3,2,3,2,2,2,6,6,6,6,6,6,6,6,6
2626,11,1,6,4,1,1,2,1,2,3,2,2,2,6,6,6,6,6,6,6,6,6
2627,12,1,5,6,1,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2628,13,1,5,5,1,2,2,3,2,3,2,2,1,3,1,6,6,6,6,6,6,6
2629,48,5,4,1,2,1,2,1,4,4,3,2,1,4,1,6,6,6,6,6,6,6
2630,47,4,5,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2631,24,2,4,2,1,2,2,2,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2632,48,5,5,5,1,1,2,1,2,2,1,2,1,4,1,6,6,6,6,6,6,6
2633,59,6,4,2,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
2634,59,6,4,6,1,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2635,35,3,5,6,2,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2636,48,5,4,5,1,1,2,1,1,3,1,2,1,4,1,6,6,6,6,6,6,6
2637,24,2,5,5,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2638,35,3,4,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2639,10,1,5,2,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
2640,35,3,4,4,1,1,2,1,1,4,1,2,1,1,1,6,6,6,6,6,6,6
2641,24,2,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2642,35,3,4,6,1,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2643,59,6,5,5,1,2,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
2644,35,3,4,5,2,2,2,3,2,2,2,1,1,4,1,6,6,6,6,6,6,6
2645,48,5,4,1,1,1,1,1,2,4,1,1,1,4,1,6,6,6,6,6,6,6
2646,10,1,5,4,2,1,2,1,2,2,1,2,1,4,1,6,6,6,6,6,6,6
2647,46,4,4,1,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2648,35,3,4,3,2,1,2,1,1,4,1,1,1,4,2,1,2,2,2,2,1,2
2649,48,5,4,3,2,2,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
2650,59,6,5,2,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2651,35,3,2,6,2,2,2,3,2,2,2,2,1,3,1,6,6,6,6,6,6,6
2652,59,6,5,5,1,1,2,1,2,2,1,2,1,4,1,6,6,6,6,6,6,6
2653,24,2,5,3,1,1,2,1,1,4,1,2,2,6,6,6,6,6,6,6,6,6
2654,48,5,4,2,2,3,2,1,1,3,3,1,1,4,1,6,6,6,6,6,6,6
2655,59,6,5,4,1,3,2,3,1,4,3,2,1,4,1,6,6,6,6,6,6,6
2656,46,4,5,4,2,3,2,1,2,3,3,2,1,4,1,6,6,6,6,6,6,6
2657,48,5,4,6,2,3,2,3,3,1,3,2,2,6,6,6,6,6,6,6,6,6
2658,59,6,3,6,1,1,2,3,2,2,1,2,1,4,1,6,6,6,6,6,6,6
2659,35,3,2,2,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
2660,35,3,4,6,2,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2661,24,2,1,2,1,3,1,1,2,2,3,1,1,4,1,6,6,6,6,6,6,6
2662,35,3,5,5,1,1,2,1,2,4,2,1,1,4,1,6,6,6,6,6,6,6
2663,35,3,4,3,2,2,1,3,1,4,3,1,1,4,1,6,6,6,6,6,6,6
2664,35,3,4,2,1,3,1,3,4,2,3,1,1,4,1,6,6,6,6,6,6,6
2665,24,2,1,5,2,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2666,24,2,4,3,1,2,2,1,2,4,2,1,1,4,1,6,6,6,6,6,6,6
2667,35,3,4,2,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2668,35,3,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2669,24,2,1,2,1,2,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
2670,59,6,4,4,1,2,2,1,2,3,2,1,1,4,1,6,6,6,6,6,6,6
2671,35,3,4,6,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2672,35,3,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2673,48,5,4,5,1,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2674,59,6,3,5,1,3,2,3,3,1,3,2,2,6,6,6,6,6,6,6,6,6
2675,59,6,3,3,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
2676,47,4,4,3,2,2,2,1,1,4,2,1,1,2,1,6,6,6,6,6,6,6
2677,24,2,4,2,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2678,35,3,2,3,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
2679,48,5,4,2,2,2,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
2680,35,3,4,3,2,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
2681,24,2,4,3,2,1,2,1,2,3,2,1,1,4,1,6,6,6,6,6,6,6
2682,46,4,4,3,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2683,35,3,5,6,2,2,2,3,2,2,2,2,1,1,1,6,6,6,6,6,6,6
2684,59,6,4,2,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
2685,10,1,5,4,2,1,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2686,35,3,4,2,1,2,2,1,4,4,2,1,1,4,1,6,6,6,6,6,6,6
2687,48,5,4,3,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2688,35,3,4,4,2,1,2,1,2,4,2,1,1,4,1,6,6,6,6,6,6,6
2689,47,4,5,2,2,2,2,3,1,4,2,2,1,4,1,6,6,6,6,6,6,6
2690,35,3,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2691,48,5,5,3,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2692,46,4,5,2,1,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
2693,59,6,4,5,2,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2694,24,2,4,4,1,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
2695,48,5,4,1,1,1,1,2,2,4,3,1,1,4,1,6,6,6,6,6,6,6
2696,48,5,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2697,24,2,5,2,2,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
2698,35,3,5,2,1,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
2699,59,6,3,5,2,1,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2700,13,1,4,5,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2701,24,2,5,6,2,1,2,3,3,1,1,2,1,1,1,6,6,6,6,6,6,6
2702,24,2,5,3,2,1,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
2703,35,3,4,5,2,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2704,13,1,5,6,1,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2705,47,4,5,6,2,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2706,24,2,4,6,2,2,2,3,2,2,3,2,1,2,1,6,6,6,6,6,6,6
2707,48,5,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2708,59,6,4,1,1,1,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2709,48,5,5,4,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
2710,59,6,3,1,2,1,1,1,1,3,3,1,1,4,1,6,6,6,6,6,6,6
2711,10,1,4,6,2,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2712,12,1,5,3,1,1,2,1,1,3,2,2,1,2,1,6,6,6,6,6,6,6
2713,46,4,4,3,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2714,35,3,4,4,2,2,2,3,2,2,3,2,1,3,1,6,6,6,6,6,6,6
2715,24,2,1,3,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
2716,24,2,1,3,2,3,2,1,2,4,3,2,1,4,1,6,6,6,6,6,6,6
2717,35,3,4,4,1,2,2,1,1,4,2,1,1,3,1,6,6,6,6,6,6,6
2718,47,4,5,5,1,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2719,13,1,5,4,1,1,2,1,1,3,1,1,1,3,1,6,6,6,6,6,6,6
2720,35,3,4,2,1,1,2,2,1,3,2,2,1,4,1,6,6,6,6,6,6,6
2721,13,1,4,5,1,2,2,3,2,3,3,2,2,6,6,6,6,6,6,6,6,6
2722,35,3,4,3,2,3,2,2,1,4,3,1,1,4,1,6,6,6,6,6,6,6
2723,24,2,5,3,1,1,2,1,2,3,1,2,1,4,1,6,6,6,6,6,6,6
2724,35,3,4,4,2,2,2,1,2,3,2,1,1,4,1,6,6,6,6,6,6,6
2725,47,4,4,4,2,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
2726,48,5,5,1,2,1,2,1,2,3,1,2,1,4,1,6,6,6,6,6,6,6
2727,48,5,4,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2728,35,3,4,6,2,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2729,13,1,4,6,1,1,2,3,2,2,1,2,1,1,1,6,6,6,6,6,6,6
2730,35,3,4,4,1,1,2,2,1,4,2,1,2,6,6,6,6,6,6,6,6,6
2731,35,3,4,6,1,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2732,10,1,5,3,2,2,2,2,1,2,2,2,1,4,1,6,6,6,6,6,6,6
2733,10,1,5,5,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2734,47,4,4,6,2,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2735,24,2,4,5,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2736,24,2,1,4,2,1,2,1,2,2,1,2,1,1,1,6,6,6,6,6,6,6
2737,59,6,4,4,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
2738,24,2,4,4,1,3,2,1,4,2,3,2,1,4,1,6,6,6,6,6,6,6
2739,35,3,4,2,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2740,13,1,4,5,2,2,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
2741,35,3,4,4,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2742,11,1,6,4,1,2,2,2,2,4,2,1,1,4,1,6,6,6,6,6,6,6
2743,35,3,4,2,1,1,2,1,2,2,1,2,1,2,1,6,6,6,6,6,6,6
2744,10,1,5,3,2,1,2,1,1,2,1,2,2,6,6,6,6,6,6,6,6,6
2745,35,3,2,3,1,2,2,3,1,4,2,2,2,6,6,6,6,6,6,6,6,6
2746,59,6,5,6,2,1,2,3,3,1,1,2,1,4,1,6,6,6,6,6,6,6
2747,24,2,1,5,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2748,24,2,4,4,2,1,2,2,3,1,1,2,1,4,1,6,6,6,6,6,6,6
2749,48,5,5,6,2,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2750,59,6,5,6,1,3,2,3,3,1,3,2,1,4,1,6,6,6,6,6,6,6
2751,24,2,5,4,1,2,1,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
2752,12,1,5,4,1,1,2,1,2,2,2,2,1,1,1,6,6,6,6,6,6,6
2753,48,5,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2754,24,2,5,6,2,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2755,59,6,5,3,1,2,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
2756,47,4,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2757,47,4,4,6,2,1,2,3,3,1,1,2,1,4,2,3,4,2,2,2,2,1
2758,24,2,5,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2759,11,1,6,4,2,1,2,2,3,1,1,2,1,1,2,1,1,2,2,2,1,2
2760,24,2,1,6,2,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2761,35,3,4,5,1,3,2,1,2,3,3,1,1,4,1,6,6,6,6,6,6,6
2762,35,3,4,3,2,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2763,24,2,5,5,2,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2764,35,3,4,3,1,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
2765,48,5,5,4,1,1,2,1,3,1,1,2,1,1,1,6,6,6,6,6,6,6
2766,10,1,5,3,2,1,2,1,1,4,1,2,1,2,1,6,6,6,6,6,6,6
2767,46,4,4,2,1,1,2,1,3,1,1,2,1,2,1,6,6,6,6,6,6,6
2768,59,6,3,2,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2769,24,2,1,2,1,2,2,1,4,2,2,2,1,4,1,6,6,6,6,6,6,6
2770,59,6,5,1,1,1,1,3,2,2,3,1,1,4,1,6,6,6,6,6,6,6
2771,59,6,5,3,1,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
2772,48,5,4,5,1,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2773,10,1,5,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2774,35,3,5,6,1,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
2775,24,2,4,1,1,2,1,1,4,3,2,1,1,4,1,6,6,6,6,6,6,6
2776,48,5,4,1,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
2777,48,5,4,5,2,1,2,1,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2778,24,2,4,4,2,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
2779,35,3,4,4,2,1,2,1,2,4,1,2,1,4,1,6,6,6,6,6,6,6
2780,35,3,4,3,1,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
2781,12,1,4,4,1,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2782,10,1,5,6,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2783,47,4,4,4,2,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
2784,59,6,3,4,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2785,24,2,4,1,2,2,1,1,4,2,2,1,1,4,1,6,6,6,6,6,6,6
2786,47,4,4,3,2,2,2,1,4,4,2,2,1,1,2,1,1,1,2,2,2,2
2787,46,4,4,6,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2788,35,3,2,4,2,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
2789,35,3,4,6,2,1,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
2790,59,6,3,6,1,3,2,3,2,2,3,2,1,3,1,6,6,6,6,6,6,6
2791,46,4,4,4,1,1,2,1,2,4,1,1,1,4,1,6,6,6,6,6,6,6
2792,35,3,4,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2793,59,6,3,6,2,1,2,3,2,2,2,2,1,3,1,6,6,6,6,6,6,6
2794,35,3,4,1,2,2,2,2,1,4,2,2,1,4,1,6,6,6,6,6,6,6
2795,24,2,4,5,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2796,24,2,4,4,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2797,47,4,4,4,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
2798,24,2,4,5,1,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6
2799,48,5,4,1,2,1,1,1,2,4,1,1,1,4,1,6,6,6,6,6,6,6
2800,35,3,4,6,2,1,2,3,2,2,1,2,1,1,2,3,1,2,1,2,2,2
2801,48,5,4,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
2802,24,2,1,2,2,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
