PUMFID,PROVINCE,REGION,G_URBRUR,GCAGEGR6,CSEX,G_CEDUC,G_CSTUD,G_CLFSST,GFAMTYPE,G_HHSIZE,G_HEDUC,G_HSTUD,EV_Q01,EV_Q02,PU_Q01,PU_Q02,PU_Q03,PU_Q06A,PU_Q06E,PU_Q06J,PU_Q06K,PU_G06
20675,24,2,4,6,2,1,2,3,1,4,2,2,2,6,6,6,6,6,6,6,6,6
20676,35,3,4,4,2,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
20677,12,1,4,5,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6
20678,35,3,4,6,1,1,2,1,4,2,1,2,2,6,6,6,6,6,6,6,6,6
20679,24,2,4,6,2,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20680,24,2,5,4,2,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
20681,35,3,5,5,1,1,2,2,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20682,24,2,1,2,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20683,48,5,4,4,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20684,24,2,1,6,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6
20685,12,1,4,6,1,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
20686,47,4,4,6,1,3,2,1,3,1,3,2,1,3,1,6,6,6,6,6,6,6
20687,35,3,4,6,2,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
20688,46,4,4,3,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
20689,24,2,5,3,1,1,2,1,1,4,2,2,1,3,1,6,6,6,6,6,6,6
20690,35,3,4,4,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20691,48,5,5,1,2,1,1,3,2,3,2,1,1,4,1,6,6,6,6,6,6,6
20692,46,4,4,4,1,3,2,1,2,3,3,2,1,4,1,6,6,6,6,6,6,6
20693,12,1,5,5,2,2,2,3,2,4,2,1,2,6,6,6,6,6,6,6,6,6
20694,24,2,1,3,1,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
20695,24,2,1,3,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20696,46,4,4,5,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
20697,11,1,6,5,1,2,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
20698,48,5,5,6,2,2,2,3,4,2,2,2,2,6,6,6,6,6,6,6,6,6
20699,24,2,5,4,1,1,2,1,2,2,1,2,1,1,1,6,6,6,6,6,6,6
20700,46,4,5,5,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
20701,46,4,5,2,2,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20702,13,1,5,4,1,1,2,1,2,3,2,1,1,4,1,6,6,6,6,6,6,6
20703,24,2,4,2,2,2,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20704,35,3,4,3,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
20705,47,4,4,4,2,1,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
20706,24,2,5,2,2,2,2,3,1,4,2,2,1,4,1,6,6,6,6,6,6,6
20707,48,5,5,1,2,1,1,3,2,2,2,1,1,3,1,6,6,6,6,6,6,6
20708,24,2,1,3,2,2,1,3,1,3,2,1,1,3,1,6,6,6,6,6,6,6
20709,59,6,4,2,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
20710,35,3,4,6,2,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
20711,35,3,4,3,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
20712,24,2,5,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
20713,24,2,5,3,2,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
20714,35,3,2,4,1,1,2,1,1,3,1,2,1,3,1,6,6,6,6,6,6,6
20715,35,3,4,6,2,1,2,2,2,2,1,2,1,2,1,6,6,6,6,6,6,6
20716,11,1,6,6,2,1,2,3,2,2,1,2,1,3,1,6,6,6,6,6,6,6
20717,35,3,4,1,1,2,1,3,2,2,2,1,1,4,1,6,6,6,6,6,6,6
20718,35,3,4,5,1,1,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20719,35,3,2,2,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
20720,13,1,5,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
20721,10,1,5,3,2,1,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
20722,12,1,4,2,2,1,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
20723,10,1,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20724,59,6,5,4,1,1,2,1,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20725,48,5,4,5,2,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
20726,24,2,1,3,2,2,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20727,24,2,5,4,2,1,2,1,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20728,35,3,2,3,1,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20729,59,6,4,2,1,2,2,2,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20730,13,1,5,1,2,2,1,3,2,4,2,1,1,4,1,6,6,6,6,6,6,6
20731,35,3,2,2,1,1,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
20732,46,4,4,3,2,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
20733,35,3,4,5,2,1,2,1,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20734,35,3,5,5,1,2,2,3,2,2,2,2,1,1,2,1,2,1,2,2,2,1
20735,35,3,4,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
20736,48,5,4,4,1,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20737,47,4,5,4,1,1,2,1,3,1,1,2,1,4,2,2,4,2,1,2,2,2
20738,10,1,5,5,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20739,13,1,5,2,2,2,2,3,1,4,2,2,1,4,1,6,6,6,6,6,6,6
20740,35,3,4,4,2,1,2,1,2,3,1,1,1,4,1,6,6,6,6,6,6,6
20741,35,3,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20742,24,2,5,3,1,1,2,1,3,1,1,2,1,7,1,6,6,6,6,6,6,6
20743,12,1,4,4,2,1,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20744,46,4,5,2,2,1,2,1,1,4,1,2,2,6,6,6,6,6,6,6,6,6
20745,12,1,4,5,2,1,2,1,2,2,1,2,2,6,6,6,6,6,6,6,6,6
20746,24,2,4,2,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
20747,48,5,4,2,2,2,2,1,4,3,3,2,1,1,1,6,6,6,6,6,6,6
20748,24,2,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20749,12,1,4,3,2,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
20750,47,4,5,5,1,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6
20751,24,2,5,2,1,1,1,1,3,1,1,1,1,3,1,6,6,6,6,6,6,6
20752,59,6,4,3,1,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
20753,46,4,4,3,2,1,2,1,2,2,1,2,1,3,1,6,6,6,6,6,6,6
20754,46,4,4,3,2,2,2,1,1,3,3,1,1,4,1,6,6,6,6,6,6,6
20755,12,1,5,5,2,1,2,1,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20756,24,2,5,4,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20757,48,5,4,1,1,1,1,2,1,3,2,1,1,4,1,6,6,6,6,6,6,6
20758,35,3,4,4,2,1,2,1,2,4,2,1,1,4,1,6,6,6,6,6,6,6
20759,46,4,4,2,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
20760,48,5,4,6,2,3,2,3,3,1,3,2,1,4,1,6,6,6,6,6,6,6
20761,35,3,5,2,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20762,47,4,5,6,1,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
20763,12,1,4,6,1,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
20764,46,4,4,5,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20765,35,3,2,6,1,2,2,3,2,2,3,2,2,6,6,6,6,6,6,6,6,6
20766,24,2,5,4,2,2,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
20767,59,6,4,2,2,2,2,2,1,4,2,2,1,4,1,6,6,6,6,6,6,6
20768,59,6,5,5,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20769,46,4,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20770,48,5,5,5,1,2,2,1,4,2,2,2,1,3,1,6,6,6,6,6,6,6
20771,59,6,4,6,1,2,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
20772,46,4,5,6,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20773,48,5,5,3,2,2,2,3,1,4,3,2,1,4,1,6,6,6,6,6,6,6
20774,24,2,5,2,2,3,2,1,2,3,3,2,1,4,1,6,6,6,6,6,6,6
20775,12,1,5,6,2,2,2,3,3,1,2,2,1,2,1,6,6,6,6,6,6,6
20776,24,2,5,4,1,1,2,3,1,4,1,2,1,3,1,6,6,6,6,6,6,6
20777,46,4,5,3,2,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
20778,48,5,4,4,1,1,2,3,3,1,1,2,1,1,1,6,6,6,6,6,6,6
20779,59,6,5,5,1,1,2,3,2,2,1,2,1,3,1,6,6,6,6,6,6,6
20780,24,2,5,1,1,3,1,3,2,3,3,1,1,4,1,6,6,6,6,6,6,6
20781,59,6,3,6,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20782,24,2,5,3,2,2,1,3,1,4,2,1,1,4,1,6,6,6,6,6,6,6
20783,13,1,5,2,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20784,48,5,5,5,1,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
20785,35,3,4,3,2,1,1,3,1,4,2,1,1,4,1,6,6,6,6,6,6,6
20786,59,6,5,3,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20787,12,1,4,2,2,2,2,1,2,2,2,1,1,4,1,6,6,6,6,6,6,6
20788,59,6,4,3,2,3,2,1,1,3,3,2,1,2,1,6,6,6,6,6,6,6
20789,35,3,4,4,2,2,2,3,2,2,3,2,1,3,1,6,6,6,6,6,6,6
20790,59,6,3,1,2,1,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20791,24,2,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
20792,35,3,5,1,2,2,2,1,2,4,2,2,1,4,1,6,6,6,6,6,6,6
20793,12,1,5,3,1,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20794,12,1,4,1,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20795,13,1,4,5,2,1,2,1,2,2,1,2,1,4,1,6,6,6,6,6,6,6
20796,13,1,5,3,1,1,2,3,3,1,1,2,1,4,1,6,6,6,6,6,6,6
20797,48,5,4,2,2,3,2,3,1,4,3,2,1,4,1,6,6,6,6,6,6,6
20798,24,2,1,4,1,1,2,3,1,4,1,1,2,6,6,6,6,6,6,6,6,6
20799,24,2,1,4,2,1,2,1,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20800,48,5,4,5,1,2,2,1,2,3,2,1,2,6,6,6,6,6,6,6,6,6
20801,24,2,4,1,2,1,2,1,3,1,1,2,1,3,1,6,6,6,6,6,6,6
20802,48,5,5,1,1,1,2,1,2,3,1,2,1,2,1,6,6,6,6,6,6,6
20803,59,6,5,4,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20804,35,3,4,5,2,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
20805,59,6,5,5,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20806,46,4,4,4,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
20807,24,2,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20808,35,3,4,2,2,2,2,3,1,3,2,2,1,4,1,6,6,6,6,6,6,6
20809,12,1,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20810,35,3,4,4,2,1,2,1,1,4,1,1,1,3,1,6,6,6,6,6,6,6
20811,24,2,5,1,1,1,1,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
20812,46,4,4,4,2,2,2,1,3,1,2,2,1,2,1,6,6,6,6,6,6,6
20813,59,6,3,4,2,3,1,3,1,3,3,1,1,4,1,6,6,6,6,6,6,6
20814,59,6,4,3,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20815,24,2,4,2,2,3,2,1,1,3,3,2,1,2,1,6,6,6,6,6,6,6
20816,46,4,4,2,2,1,2,1,1,4,1,2,1,4,1,6,6,6,6,6,6,6
20817,13,1,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20818,12,1,4,3,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20819,24,2,5,4,1,2,2,3,3,1,2,2,1,2,1,6,6,6,6,6,6,6
20820,35,3,4,3,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
20821,24,2,5,5,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
20822,47,4,5,6,1,1,2,1,2,2,1,2,1,3,1,6,6,6,6,6,6,6
20823,35,3,4,6,2,3,2,3,3,1,3,2,1,4,1,6,6,6,6,6,6,6
20824,48,5,4,4,2,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
20825,13,1,4,6,2,2,2,3,2,2,3,2,2,6,6,6,6,6,6,6,6,6
20826,47,4,5,5,1,2,2,2,2,3,2,2,2,6,6,6,6,6,6,6,6,6
20827,35,3,2,6,1,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
20828,46,4,4,4,1,3,2,1,2,4,3,1,1,4,1,6,6,6,6,6,6,6
20829,24,2,1,3,1,2,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20830,35,3,5,5,1,2,2,3,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20831,35,3,2,5,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
20832,35,3,5,3,1,2,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20833,24,2,5,3,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20834,12,1,4,2,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20835,35,3,4,3,1,3,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
20836,35,3,4,1,2,1,1,3,1,3,1,1,1,4,1,6,6,6,6,6,6,6
20837,48,5,4,6,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20838,35,3,5,5,2,1,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20839,47,4,5,6,1,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
20840,35,3,4,2,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
20841,24,2,4,4,2,3,2,1,2,3,3,1,1,4,1,6,6,6,6,6,6,6
20842,24,2,5,1,1,1,1,1,2,2,2,1,1,4,1,6,6,6,6,6,6,6
20843,59,6,4,4,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20844,35,3,4,5,2,1,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20845,59,6,5,4,2,1,2,3,3,1,1,2,1,4,2,1,2,2,2,2,1,2
20846,46,4,4,4,2,3,2,1,2,2,3,1,1,4,1,6,6,6,6,6,6,6
20847,35,3,4,6,1,1,2,3,2,2,3,2,2,6,6,6,6,6,6,6,6,6
20848,46,4,5,1,2,1,2,3,4,4,2,1,1,4,1,6,6,6,6,6,6,6
20849,24,2,4,1,1,1,2,1,2,3,3,2,1,4,1,6,6,6,6,6,6,6
20850,13,1,4,2,1,2,2,1,1,3,2,2,1,3,1,6,6,6,6,6,6,6
20851,47,4,4,3,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
20852,10,1,5,3,1,2,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
20853,24,2,1,5,1,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
20854,46,4,5,2,2,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20855,46,4,4,4,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20856,35,3,4,6,1,3,2,3,2,2,3,2,2,6,6,6,6,6,6,6,6,6
20857,24,2,4,2,2,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
20858,24,2,4,4,1,1,2,1,1,4,2,1,1,2,1,6,6,6,6,6,6,6
20859,47,4,5,1,1,1,2,1,2,3,2,2,1,3,1,6,6,6,6,6,6,6
20860,35,3,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20861,59,6,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20862,35,3,4,3,2,1,2,1,1,4,1,1,2,6,6,6,6,6,6,6,6,6
20863,13,1,4,6,2,1,2,3,2,3,2,2,2,6,6,6,6,6,6,6,6,6
20864,59,6,4,5,1,2,2,2,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20865,47,4,5,6,1,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6
20866,35,3,4,6,2,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
20867,48,5,5,2,1,1,2,1,2,2,2,1,1,4,1,6,6,6,6,6,6,6
20868,46,4,4,6,1,1,2,3,2,2,1,2,1,3,1,6,6,6,6,6,6,6
20869,47,4,4,3,2,2,1,3,2,2,3,1,1,4,1,6,6,6,6,6,6,6
20870,24,2,4,4,2,3,2,1,2,2,3,1,1,2,1,6,6,6,6,6,6,6
20871,59,6,4,4,2,3,2,1,2,2,3,2,1,4,1,6,6,6,6,6,6,6
20872,47,4,4,6,2,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
20873,35,3,4,2,1,2,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20874,48,5,5,1,1,2,2,1,2,2,2,1,1,4,1,6,6,6,6,6,6,6
20875,10,1,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20876,46,4,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20877,46,4,5,5,1,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
20878,59,6,5,4,1,1,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20879,13,1,5,2,1,3,2,1,2,2,3,1,1,4,1,6,6,6,6,6,6,6
20880,12,1,5,2,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20881,35,3,4,4,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20882,46,4,5,5,1,2,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
20883,48,5,4,2,2,2,2,1,4,2,2,2,1,4,1,6,6,6,6,6,6,6
20884,48,5,4,6,2,1,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
20885,12,1,5,5,2,1,2,1,2,2,1,2,1,4,1,6,6,6,6,6,6,6
20886,59,6,3,5,1,1,2,1,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20887,48,5,4,5,2,2,2,3,2,2,2,2,1,3,1,6,6,6,6,6,6,6
20888,24,2,4,1,1,1,1,1,1,4,3,1,1,4,1,6,6,6,6,6,6,6
20889,24,2,5,5,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20890,35,3,4,4,1,2,2,1,1,3,2,1,1,4,1,6,6,6,6,6,6,6
20891,11,1,6,5,2,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20892,12,1,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
20893,35,3,4,2,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20894,24,2,5,6,2,1,2,3,2,2,2,2,1,2,1,6,6,6,6,6,6,6
20895,10,1,5,4,1,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
20896,12,1,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
20897,59,6,4,4,1,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20898,47,4,4,5,2,1,2,1,2,3,3,2,1,4,1,6,6,6,6,6,6,6
20899,59,6,5,6,1,1,2,3,2,3,1,2,1,4,1,6,6,6,6,6,6,6
20900,35,3,4,5,2,2,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
20901,46,4,4,6,2,2,2,1,2,2,2,2,1,2,1,6,6,6,6,6,6,6
20902,48,5,4,4,1,1,2,1,1,4,1,1,1,4,1,6,6,6,6,6,6,6
20903,35,3,4,4,1,1,2,1,2,3,3,1,1,4,1,6,6,6,6,6,6,6
20904,48,5,4,4,1,2,2,1,3,1,2,2,1,3,1,6,6,6,6,6,6,6
20905,12,1,4,2,2,2,2,1,4,4,2,2,1,4,1,6,6,6,6,6,6,6
20906,35,3,5,5,1,1,2,3,4,2,2,2,2,6,6,6,6,6,6,6,6,6
20907,24,2,4,4,2,1,2,1,3,1,1,2,1,3,1,6,6,6,6,6,6,6
20908,35,3,4,4,2,1,2,3,2,4,1,2,2,6,6,6,6,6,6,6,6,6
20909,35,3,4,6,2,3,2,3,2,3,3,2,1,4,1,6,6,6,6,6,6,6
20910,24,2,1,6,1,3,2,1,3,1,3,2,1,4,2,1,1,2,2,2,2,1
20911,11,1,6,4,2,3,2,1,1,4,3,1,1,4,1,6,6,6,6,6,6,6
20912,35,3,4,2,2,1,2,2,1,4,1,2,1,4,1,6,6,6,6,6,6,6
20913,24,2,5,5,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20914,35,3,4,4,2,3,2,1,1,2,3,2,1,4,1,6,6,6,6,6,6,6
20915,48,5,4,3,1,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
20916,35,3,4,3,2,3,2,3,1,4,3,2,1,4,1,6,6,6,6,6,6,6
20917,46,4,5,6,1,2,2,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6
20918,24,2,4,3,1,2,2,1,1,4,3,2,1,4,1,6,6,6,6,6,6,6
20919,46,4,5,3,1,2,2,1,1,3,2,2,1,4,1,6,6,6,6,6,6,6
20920,47,4,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20921,46,4,4,5,2,2,2,3,3,1,2,2,1,4,2,3,7,2,2,2,1,2
20922,47,4,5,1,2,1,1,1,2,4,1,1,1,4,1,6,6,6,6,6,6,6
20923,35,3,4,2,1,2,2,2,2,2,3,2,1,4,1,6,6,6,6,6,6,6
20924,24,2,4,4,2,3,2,1,3,1,3,2,1,4,1,6,6,6,6,6,6,6
20925,24,2,4,5,2,2,2,2,3,1,2,2,2,6,6,6,6,6,6,6,6,6
20926,12,1,5,6,2,1,2,3,2,2,1,2,2,6,6,6,6,6,6,6,6,6
20927,46,4,4,6,1,1,2,3,3,1,1,2,1,4,1,6,6,6,6,6,6,6
20928,13,1,4,4,1,1,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
20929,13,1,4,1,2,2,1,3,2,4,2,1,1,4,1,6,6,6,6,6,6,6
20930,35,3,4,2,2,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20931,35,3,2,3,2,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20932,35,3,4,3,2,1,2,1,1,2,1,2,1,4,1,6,6,6,6,6,6,6
20933,35,3,5,5,1,1,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
20934,47,4,5,5,2,1,2,1,2,3,2,2,1,4,1,6,6,6,6,6,6,6
20935,48,5,4,1,2,2,1,1,2,4,3,1,1,4,1,6,6,6,6,6,6,6
20936,24,2,5,5,1,3,2,1,2,2,3,2,2,6,6,6,6,6,6,6,6,6
20937,35,3,2,2,2,3,2,1,4,2,3,2,1,4,1,6,6,6,6,6,6,6
20938,35,3,5,5,2,2,2,3,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20939,35,3,2,6,2,2,2,1,3,1,2,2,2,6,6,6,6,6,6,6,6,6
20940,46,4,4,3,2,3,2,1,4,3,3,2,1,4,1,6,6,6,6,6,6,6
20941,35,3,4,3,1,3,2,2,2,3,3,1,1,3,1,6,6,6,6,6,6,6
20942,12,1,5,6,2,3,2,3,2,2,3,2,1,4,1,6,6,6,6,6,6,6
20943,35,3,2,1,1,1,2,3,2,4,3,2,1,4,1,6,6,6,6,6,6,6
20944,24,2,5,4,2,2,2,3,3,1,2,2,1,3,2,2,1,2,2,2,2,1
20945,47,4,4,6,1,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20946,35,3,4,3,1,1,2,1,1,4,2,2,1,3,1,6,6,6,6,6,6,6
20947,12,1,4,3,1,1,2,1,1,4,1,2,1,3,2,2,2,1,2,2,2,2
20948,13,1,4,2,1,1,2,3,1,3,1,2,2,6,6,6,6,6,6,6,6,6
20949,10,1,5,5,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6
20950,59,6,3,1,1,2,2,1,1,4,2,1,1,4,1,6,6,6,6,6,6,6
20951,48,5,5,6,1,1,2,3,2,2,1,2,1,3,1,6,6,6,6,6,6,6
20952,11,1,6,4,2,1,2,1,1,3,2,1,1,3,1,6,6,6,6,6,6,6
20953,47,4,4,1,1,1,1,2,2,2,2,1,1,4,1,6,6,6,6,6,6,6
20954,46,4,4,1,1,2,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
20955,24,2,5,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20956,59,6,4,3,2,3,2,1,4,4,3,1,1,4,1,6,6,6,6,6,6,6
20957,48,5,5,2,1,1,2,1,3,1,1,2,1,4,1,6,6,6,6,6,6,6
20958,35,3,4,2,1,2,2,1,3,1,2,2,1,4,1,6,6,6,6,6,6,6
20959,59,6,4,6,2,2,2,3,3,1,2,2,2,6,6,6,6,6,6,6,6,6
20960,24,2,4,6,2,1,2,3,3,1,1,2,2,6,6,6,6,6,6,6,6,6
20961,59,6,3,4,1,3,1,1,2,2,3,1,1,4,1,6,6,6,6,6,6,6
20962,24,2,5,2,1,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20963,24,2,5,1,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20964,13,1,4,2,2,3,2,1,1,3,3,2,1,4,1,6,6,6,6,6,6,6
20965,35,3,2,3,2,2,2,1,2,2,2,2,1,4,1,6,6,6,6,6,6,6
20966,35,3,5,6,1,3,2,3,3,1,3,2,2,6,6,6,6,6,6,6,6,6
20967,35,3,5,6,1,2,2,1,2,2,2,2,1,3,1,6,6,6,6,6,6,6
20968,24,2,5,2,2,2,2,1,1,4,2,2,1,4,1,6,6,6,6,6,6,6
